cid,cid_shuffled,cid_shuffled_std,cid_normalized,compression_gain,snapshot,nbins,n_particles,snapshot_num
0.148298,0.16767,0.0,0.8844635295520964,0.1155364704479036,snapshot_248.xyz,32,10000,248
0.151701,0.168324,0.0,0.9012440293719256,0.0987559706280744,snapshot_249.xyz,32,10000,249
0.151052,0.168411,0.0,0.8969247851981165,0.10307521480188353,snapshot_250.xyz,32,10000,250
0.149491,0.168716,0.0,0.8860511154840087,0.11394888451599128,snapshot_251.xyz,32,10000,251
0.151516,0.169863,0.0,0.891989426773341,0.10801057322665897,snapshot_252.xyz,32,10000,252
0.150718,0.169139,0.0,0.8910895772116424,0.10891042278835761,snapshot_253.xyz,32,10000,253
0.153994,0.171062,0.0,0.9002233108463598,0.09977668915364024,snapshot_254.xyz,32,10000,254
0.149108,0.16887,0.0,0.8829750695801504,0.11702493041984963,snapshot_255.xyz,32,10000,255
0.149632,0.166937,0.0,0.8963381395376698,0.10366186046233017,snapshot_256.xyz,32,10000,256
0.153056,0.168213,0.0,0.9098940034361197,0.0901059965638803,snapshot_257.xyz,32,10000,257
0.153323,0.169338,0.0,0.9054258347210904,0.0945741652789096,snapshot_258.xyz,32,10000,258
0.153299,0.169378,0.0,0.9050703160977221,0.09492968390227785,snapshot_259.xyz,32,10000,259
0.153091,0.170758,0.0,0.8965377903231474,0.1034622096768526,snapshot_260.xyz,32,10000,260
0.153331,0.168817,0.0,0.9082675322982875,0.0917324677017125,snapshot_261.xyz,32,10000,261
0.150737,0.168235,0.0,0.8959907272565163,0.1040092727434837,snapshot_262.xyz,32,10000,262
0.153092,0.169245,0.0,0.9045584803096103,0.09544151969038972,snapshot_263.xyz,32,10000,263
0.150934,0.168892,0.0,0.8936716955213985,0.10632830447860153,snapshot_264.xyz,32,10000,264
0.152184,0.169929,0.0,0.8955740338612009,0.10442596613879906,snapshot_265.xyz,32,10000,265
0.153649,0.171181,0.0,0.8975820914704319,0.10241790852956811,snapshot_266.xyz,32,10000,266
0.152243,0.168729,0.0,0.9022930260950992,0.0977069739049008,snapshot_267.xyz,32,10000,267
0.152985,0.169069,0.0,0.9048672435514494,0.09513275644855057,snapshot_268.xyz,32,10000,268
0.150738,0.169418,0.0,0.889740169285436,0.11025983071456402,snapshot_269.xyz,32,10000,269
0.152573,0.169585,0.0,0.8996845239850221,0.10031547601497792,snapshot_270.xyz,32,10000,270
0.152549,0.168831,0.0,0.9035603650988265,0.09643963490117347,snapshot_271.xyz,32,10000,271
0.151728,0.169413,0.0,0.8956101361760903,0.10438986382390969,snapshot_272.xyz,32,10000,272
0.151205,0.169021,0.0,0.8945929795705859,0.10540702042941408,snapshot_273.xyz,32,10000,273
0.150108,0.169065,0.0,0.8878715287019785,0.1121284712980215,snapshot_274.xyz,32,10000,274
